,CIK Number,Entity Name,Address_1,City,State,Zip Code
1291,0001018368,AB GLOBAL REAL ESTATE INVESTMENT FUND INC,ALLIANCEBERNSTEIN LP,NEW YORK,NY,10105
1292,0001018592,AB INSTITUTIONAL FUNDS INC,ALLIANCEBERNSTEIN LP,NEW YORK,NY,10105
1293,0001018593,VIRTUS ASSET TRUST,101 MUNSON STREET,GREENFIELD,MA,01301
1294,0001018953,TRANSAMERICA ASSET ALLOCATION VARIABLE FUNDS,1801 CALIFORNIA STREET,DENVER,CO,80202
1295,0001018972,NUVEEN MULTISTATE TRUST I,C/O JOHN NUVEEN & CO INC,CHICAGO,IL,60606
1296,0001018973,NUVEEN MULTISTATE TRUST IV,C/O JOHN NUVEEN & CO INC,CHICAGO,IL,60606
1297,0001018975,NUVEEN MULTISTATE TRUST II /MA/,C/O NUVEEN INVESTMENTS,CHICAGO,IL,60606
1298,0001019130,SEPARATE ACCOUNT KG OF COMMONWEALTH ANNUITY & LIFE INSURANCE CO,20 GUEST STREET,BRIGHTON,MA,02135
1299,0001019143,SEPARATE ACCOUNT KG OF FIRST ALLMERICA FIN LIFE INS CO,20 GUEST STREET,BRIGHTON,MA,02135
1300,0001019144,SEPARATE ACCOUNT KGC OF FIRST ALLMERICA FIN LIFE INS CO,20 GUEST STREET,BRIGHTON,MA,02135
1301,0001019146,SEPARATE ACCOUNT KGC OF COMMONWEALTH ANNUITY & LIFE INSURANCE CO,20 GUEST STREET,BRIGHTON,MA,02135
1302,0001019286,"T. Rowe Price Financial Services Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1303,0001019664,SEPARATE ACCOUNT VA-6,4333 EDGEWOOD ROAD NE,CEDAR RAPIDS,IA,52499
1304,0001020425,LITMAN GREGORY FUNDS TRUST,2020 E. FINANCIAL WAY,GLENDORA,CA,91741
1305,0001020506,FULCRUM SEPARATE ACCOUNT OF COMMONWEALTH ANNUITY & LIFE INSURANCE CO,20 GUEST STREET,BRIGHTON,MA,02135
1306,0001020523,DELAWARE LIFE VARIABLE ACCOUNT G,1601 TRAPELO ROAD,WALTHAM,MA,02451
1307,0001020660,NUVEEN MUNICIPAL TRUST/MA,NUVEEN INVESTMENTS,CHICAGO,IL,60606
1308,0001020661,NUVEEN MULTISTATE TRUST III,JOHN NUVEEN & CO INC,CHICAGO,IL,60606
1309,0001020807,AMERICAN MATURITY LIFE INSURANCE CO SEPARATE ACCOUNT AMLVA,200 HOPMEADOW ST,SIMSBURY,CT,06089
1310,0001020861,"SUNAMERICA SERIES, INC.",HARBORSIDE 5,JERSEY CITY,NJ,07311
1311,0001021148,FULCRUM SEPARATE ACCOUNT OF FIRST ALLMERICA FIN LIFE INS CO,20 GUEST STREET,BRIGHTON,MA,02135
1312,0001021153,LINCOLN LIFE & ANNUITY VAR ANN SEP ACCT L GROUP VAR ANN II,100 MADISON STREET,SYRACUSE,NY,13202
1313,0001021447,SEPARATE ACCOUNT VA QNY,440 MAMARONECK AVENUE,HARRISON,NY,10528
1314,0001021882,VANGUARD SCOTTSDALE FUNDS,PO BOX 2600,VALLEY FORGE,PA,19482
1315,0001022624,"PRUDENTIAL JENNISON MID-CAP GROWTH FUND, INC.",655 BROAD STREET,NEWARK,NJ,07102
1316,0001022695,FIDELITY REVERE STREET TRUST,245 SUMMER STREET,BOSTON,MA,02210
1317,0001022804,FRANKLIN FUND ALLOCATOR SERIES,ONE FRANKLIN PARKWAY,SAN MATEO,CA,94403-1906
1318,0001023229,SEPARATE ACCOUNT B OF PACIFIC LIFE INSURANCE CO,P O BOX 7500,NEWPORT BEACH,CA,92658-7500
1319,0001023391,FMI FUNDS INC,"100 EAST WISCONSIN AVENUE, SUITE 2200",MILWAUKEE,WI,53202
1320,0001023809,Nassau Life & Annuity Variable Universal Life Account,ONE AMERICAN ROW,HARTFORD,CT,06115
1321,0001025770,ICON FUNDS,5299 DTC BOULEVARD,GREENWOOD VILLAGE,CO,80111
1322,0001025836,QUANTITATIVE MASTER SERIES LLC,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
1323,0001026144,"BLACKROCK INDEX FUNDS, INC.",100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
1324,0001026634,RENAISSANCE CAPITAL GREENWICH FUNDS,165 MASON STREET,GREENWICH,CT,06830
1325,0001026708,WILSHIRE VARIABLE INSURANCE TRUST,1299 OCEAN AVENUE,SANTA MONICA,CA,90401
1326,0001026977,CITY NATIONAL ROCHDALE FUNDS,400 NORTH ROXBURY DRIVE,BEVERLY HILLS,CA,90210
1327,0001027263,EQ ADVISORS TRUST,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
1328,0001027285,SEPARATE ACCOUNT NY B OF RELIASTAR LIFE INSURANCE CO OF NY,1000 WOODBURY ROAD,WOODBURY,NY,11797
1329,0001027495,FIRST SYMETRA NATIONAL LIFE INSURANCE CO OF NY SEP ACCT S,420 LEXINGTON AVENUE,NEW YORK,NY,10170
1330,0001027596,ADVISORS SERIES TRUST,"U.S BANCORP FUND SERVICES, LLC",MILWAUKEE,WI,53202
1331,0001027657,NYSA SERIES TRUST,507 PLUM STREET SUITE 120,SYRACUSE,NY,13204
1332,0001027856,STATE FARM LIFE INSURANCE CO VARIABLE LIFE SEPARATE ACCOUNT,ONE STATE FARM PLAZA,BLOOMINGTON,IL,61710-0001
1333,0001027859,STATE FARM LIFE INSURANCE CO VARIABLE ANNUITY SEPARATE ACT,ONE STATE FARM PLAZA,BLOOMINGTON,IL,61710-0001
1334,0001028621,METROPOLITAN WEST FUNDS,METROPOLITAN WEST ASSET MANAGEMENT,LOS ANGELES,CA,90017
1335,0001029031,Brighthouse Variable Life Account One,BRIGHTHOUSE LIFE INSURANCE CO,CHARLOTTE,NC,28277
1336,0001029068,ADVISORONE FUNDS,17605 WRIGHT STREET,OMAHA,NE,68130
1337,0001029122,NATIONAL VARIABLE ANNUITY ACCOUNT II,ONE NATIONAL LIFE DRIVE,MONTPELIER,VT,05604
1338,0001029446,AMERICAN FIDELITY SEPARATE ACCOUNT B,9000 CAMERON PARKWAY,OKLAHOMA CITY,OK,73125-0523
1339,0001030213,ANNUITY INVESTORS VARIABLE ACCOUNT B,C/O ANNUITY INVESTORS LIFE INSURANCE CO,CINCINNATI,OH,452015423
1340,0001030979,BERKSHIRE FUNDS,C/O BERKSHIRE CAPITAL HOLDINGS INC,SAN JOSE,CA,95134-2453
1341,0001031008,AZZAD FUNDS,3141 FAIRVIEW PARK DRIVE,FALLS CHURCH,VA,22042
1342,0001031178,UNITED INVESTORS UNIVERSAL LIFE VARIABLE ACCOUNT,P O BOX 10207,BIRMINGHAM,AL,35233
1343,0001031507,COMPANION LIFE SEPARATE ACCOUNT B,MUTUAL OF OMAHA PLAZA 3-LAW,OMAHA,NE,68175-1008
1344,0001031661,THIRD AVENUE TRUST,622 THIRD AVENUE,NEW YORK,NY,10017
1345,0001032423,DIAMOND HILL FUNDS,325 JOHN H. MCCONNELL BOULEVARD,COLUMBUS,OH,43215
1346,0001033669,LAZARD RETIREMENT SERIES INC,30 ROCKEFELLER PLAZA,NEW YORK,NY,10020
1347,0001033969,"COHEN & STEERS GLOBAL REALTY SHARES, INC",280 PARK AVENUE,NEW YORK,NY,10017
1348,0001034027,GUARDIAN SEPARATE ACCOUNT E,"10 HUDSON YARDS, 22 FLOOR",NEW YORK,NY,10001
1349,0001034106,FEDERATED HERMES CORE TRUST,4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
1350,0001034386,"T. Rowe Price Reserve Investment Funds, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1351,0001034438,ALLSTATE LIFE OF N Y VAR LIFE SEP ACCT A,3100 SANDERS RD STE J5B,NORTHBROOK,IL,60062
1352,0001034633,STATE FARM VARIABLE PRODUCT TRUST,THREE STATE FARM PLAZA,BLOOMINGTON,IL,61791-0001
1353,0001034925,PRUDENTIAL DISCOVERY SELECT GROUP VARIABLE CONTRACT ACCOUNT,751 BROAD STREET,NEWARK,NJ,07102
1354,0001035018,"PRUDENTIAL INVESTMENT PORTFOLIOS, INC. 10",655 BROAD STREET,NEWARK,NJ,07102
1355,0001037155,VARIABLE ANNUITY I SER ACC OF GRT WEST LI & ANNU INS CO OF NY,370 LEXINGTON AVENUE,NEW YORK,NY,10017
1356,0001037242,FIRST INVESTORS LIFE VARIABLE ANNUITY FUND D,40 WALL STREET,NEW YORK,NY,10005-1343
1357,0001037897,JP MORGAN FLEMING MUTUAL FUND GROUP INC,277 PARK AVENUE,NEW YORK,NY,10172
1358,0001038199,BULLFINCH FUND INC,3909 RUSH MENDON ROAD,MENDON,NY,14506
1359,0001038469,"T. Rowe Price Quantitative Management Funds, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1360,0001038490,"T. Rowe Price Tax-Efficient Funds, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1361,0001038520,DREYFUS INSTITUTIONAL PREFERRED MONEY MARKET FUNDS,"C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
1362,0001039001,Voya PARTNERS INC,"7337 E. DOUBLETREE RANCH RD, STE 100",SCOTTSDALE,AZ,85258
1363,0001039305,THRIVENT VARIABLE LIFE ACCOUNT I,625 FOURTH AVENUE SOUTH,MINNEAPOLIS,MN,55415
1364,0001039667,SPIRIT OF AMERICA INVESTMENT FUND INC,477 JERICHO TURNPIKE,SYOSSET,NY,11791
1365,0001039782,COMMONWEALTH SEL SEP ACCT III OF COMMONWELATH ANNUITY & LIFE INSURANCE CO,20 GUEST STREET,BRIGHTON,MA,02135
1366,0001039803,PROFUNDS,"4400 EASTON COMMONS, SUITE 200",COLUMBUS,OH,43219
1367,0001039860,VARIABLE ACCOUNT J OF LINCOLN LIFE ASSURANCE CO OF BOSTON,1601 TRAPELO ROAD,WALTHAM,MA,02451
1368,0001040061,STATE STREET INSTITUTIONAL FUNDS,1600 SUMMER STREET,STAMFORD,CT,06905
1369,0001040376,NATIONWIDE VARIABLE ACCOUNT 9,NATIONWIDE LIFE INSURANCE CO,COLUMBUS,OH,43215
1370,0001040492,VEL ACCOUNT III OF COMMONWEALTH ANNUITY & LIFE INSURANCE CO,20 GUEST STREET,BRIGHTON,MA,02135
1371,0001040587,DIREXION FUNDS,1301 AVENUE OF THE AMERICAS (6TH AVENUE),NEW YORK,NY,10019
1372,0001040612,MADISON FUNDS,550 SCIENCE DRIVE,MADISON,WI,53711
1373,0001041003,BOYAR VALUE FUND INC,32 WEST 39TH STREET,NEW YORK,NY,10018
1374,0001041102,Oppenheimer International Small-Mid Co Fund,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
1375,0001041357,NATIONWIDE VLI SEPARATE ACCOUNT 4,NATIONWIDE LIFE INSURANCE CO,COLUMBUS,OH,43215
1376,0001041673,NUVEEN INVESTMENT TRUST II,C/O NUVEEN INVESTMENTS,CHICAGO,IL,60606
1377,0001041917,COHEN & STEERS REAL ESTATE SECURITIES FUND INC,280 PARK AVE,NEW YORK,NY,10017
1378,0001043275,ATHENE VARIABLE ANNUITY ACCOUNT A,ATHENE ANNUITY & LIFE ASSURANCE COMPANY,DES MOINES,IA,50266-3862
1379,0001043315,GUARDIAN SEPARATE ACCOUNT M,"10 HUDSON YARDS, 22 FLOOR",NEW YORK,NY,10001
1380,0001043466,ZALICO VARIABLE SEPARATE ACCOUNT - 2,2500 WESTFIELD DRIVE,ELGIN,IL,60123
1381,0001043846,JOHN HANCOCK LIFE INSURANCE CO OF NEW YORK SEPARATE ACCOUNT B,100 SUMMIT LAKE DRIVE,VALHALLA,NY,10595
1382,0001044035,Genworth Life of New York VA Separate Account 1,6610 WEST BROAD STREET,RICHMOND,VA,23230
1383,0001044561,FS VARIABLE ANNUITY ACCOUNT FIVE,ONE WORLD FINANCIAL CENTER,NEW YORK,NY,10281
1384,0001044601,SEPARATE ACCOUNT VA 6NY OF TFLIC,440 MAMARONECK AVENUE,HARRISON,NY,10528
1385,0001044604,SEPARATE ACCOUNT VA 7,4333 EDGEWOOD ROAD NE,CEDAR RAPIDS,IA,52499
1386,0001044822,NATIONWIDE VL SEPARATE ACCOUNT C,NATIONWIDE LIFE INSURANCE CO,COLUMBUS,OH,43215
1387,0001045008,LINCOLN LIFE & ANNUITY VARIABLE ANNUITY ACCOUNT H,100 MADISON ST,SYRACUSE,NY,13202-2802
1388,0001045032,JNLNY SEPARATE ACCOUNT I,2900 WESTCHESTER AVE,PURCHASE,NY,10577
1389,0001045034,JACKSON NATIONAL SEPARATE ACCOUNT III,1 CORPORATE WAY,LANSING,MI,48951
1390,0001045487,JAMES ADVANTAGE FUNDS,1349 FAIRGROUND RD,BEAVERCREEK,OH,45385
1391,0001045701,Monteagle Funds,2506 WINFORD AVENUE,NASHVILLE,TN,37211
1392,0001046292,GOLDMAN SACHS VARIABLE INSURANCE TRUST,71 SOUTH WACKER DRIVE,CHICAGO,IL,60606
1393,0001046374,TRANSAMERICA LIFE INSURANCE CO Separate Account VUL-1,4333 EDGEWOOD RD NE,CEDAR RAPIDS,IA,52499
1394,0001046404,"T. Rowe Price Real Estate Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1395,0001046407,PARAGON SEPARATE ACCOUNT D,METROPOLITAN LIFE INSURANCE COMPANY,NEW YORK,NY,63128
1396,0001047112,MARSICO INVESTMENT FUND,1200 17TH ST,DENVER,CO,80202
1397,0001047304,PIMCO VARIABLE INSURANCE TRUST,650 NEWPORT CENTER DRIVE,NEWPORT BEACH,CA,92660
1398,0001047712,UNDISCOVERED MANAGERS FUNDS,277 PARK AVENUE,NEW YORK,NY,10172
1399,0001047986,PRUDENTIAL ANNUITIES LIFE ASSURANCE CORP VARIABLE ACCOUNT F,ONE CORPORATE DRIVE,SHELTON,CT,06484
1400,0001048133,DELAWARE GROUP FOUNDATION FUNDS,ONE COMMERCE SQUARE,PHILADELPHIA,PA,19103
1401,0001048604,LINCOLN LIFE VARIABLE ANNUITY ACCOUNT Q,1300 SOUTH CLINTON STREET,FORT WAYNE,IN,46802
1402,0001048606,LINCOLN LIFE VARIABLE ANNUITY ACCOUNT N,1300 S CLINTON ST,FORT WAYNE,IN,46801
1403,0001048607,LINCOLN LIFE FLEXIBLE PREMIUM VARIABLE LIFE ACCOUNT M,1300 S CLINTON ST,FORT WAYNE,IN,46801
1404,0001048702,NATIONWIDE MUTUAL FUNDS,ONE NATIONWIDE PLAZA,COLUMBUS,OH,43215
1405,0001049750,JEFFERSON NATIONAL LIFE ANNUITY ACCOUNT F,9920 CORPORATE CAMPUS DRIVE,LOUISVILLE,KY,40223
1406,0001050785,VARIABLE ANNUITY ACCOUNT A OF PROTECTIVE LIFE,2801 HIGHWAY 280 SOUTH,BIRMINGHAM,AL,35223
1407,0001050918,OAK ASSOCIATES FUNDS,"C/O ULTIMUS FUND SOLUTIONS, LLC",CINCINNATI,OH,45246
1408,0001051010,PIONEER SERIES TRUST XII,C/O THE PIONEER INVESTMENTS,BOSTON,MA,02109-1820
1409,0001051219,TANAKA FUNDS INC,369 LEXINGTON AVENUE,NEW YORK,NY,10017
1410,0001051485,AGL SEPARATE ACCOUNT VL-R,2727-A ALLEN PARKWAY,HOUSTON,TX,77019
1411,0001051562,PRUDENTIAL INVESTMENT PORTFOLIOS 12,655 BROAD STREET,NEWARK,NJ,07102-4077
1412,0001051629,LINCOLN LIFE & ANNUITY FLEXIBLE PREMIUM VARIABLE LIFE ACCOUNT M,120 MADISON STREET,SYRACUSE,NY,13202
1413,0001051932,LINCOLN LIFE FLEXIBLE PREMIUM VARIABLE LIFE ACCOUNT R,1300 S CLINTON ST,FORT WAYNE,IN,46808
1414,0001052118,PRUDENTIAL INVESTMENT PORTFOLIOS 18,"GATEWAY CENTER 3, 4TH FLOOR",NEWARK,NJ,07102-4077
1415,0001052766,MASSACHUSETTS MUTUAL VARIABLE ANNUITY SEPARATE ACCOUNT 4,1295 STATE STREET,SPRINGFIELD,MA,01111
1416,0001053425,HARTFORD SERIES FUND INC,690 LEE ROAD,WAYNE,PA,19087
1417,0001054782,KBL VARIABLE ACCOUNT A,DELAWARE LIFE INSURANCE COMPANY OF NY,WALTHAM,MA,02451
1418,0001054816,MH ELITE PORTFOLIO OF FUNDS TRUST,43 HIGHLANDER DRIVE,SCOTCH PLAINS,NJ,07076
1419,0001054819,EQUITRUST LIFE VARIABLE ACCOUNT,5400 UNIVERSITY AVE,WEST DES MOINES,IA,50266
1420,0001055225,LLANY SEPARATE ACCOUNT R FOR FLEXIBLE PREMIUM VARIABLE LIFE INSURANCE,120 MADISON ST,SYRACUSE,NY,13202-2808
1421,0001055367,EQUITRUST LIFE ANNUITY ACCOUNT,5400 UNIVERSITY AVE,WEST DES MOINES,IA,50266
1422,0001055744,HENSSLER FUNDS INC,3735 CHEROKEE STREET,KENNESAW,GA,30144
1423,0001056707,BNY MELLON INVESTMENT PORTFOLIOS,"C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10289
1424,0001058149,EQUITRUST LIFE ANNUITY ACCOUNT II,5400 UNIVERSITY AVE,WEST DES MOINES,IA,50266
1425,0001058150,EQUITRUST LIFE VARIABLE ACCOUNT II,5400 UNIVERSITY AVE,WEST DES MOINES,IA,50266
1426,0001058587,UPRIGHT INVESTMENTS TRUST,349 RIDGEDALE AVENUE,EAST HANOVER,NJ,07936
1427,0001059040,SUNAMERICA SENIOR FLOATING RATE FUND INC,HARBORSIDE 5,JERSEY CITY,NJ,07311
1428,0001060517,UBS Series Funds,C/O UBS ASSET MANAGEMENT (AMERICAS) INC,NEW YORK,NY,10019
1429,0001061201,ATHENE VARIABLE LIFE ACCOUNT A,ATHENE ANNUITY & LIFE ASSURANCE COMPANY,DES MOINES,IA,50266-3862
1430,0001061435,STATE FARM LIFE & ACCIDENT ASS CO VAR ANN SEP ACCT,ONE STATE FARM PLZ,BLOOMINGTON,IL,61701-0001
1431,0001061656,WRL SERIES LIFE CORPORATE ACCOUNT,4333 EDGEWOOD RD NE,CEDAR RAPIDS,IA,52499
1432,0001062374,VALIC Co II,HARBORSIDE 5,JERSEY CITY,NJ,07311
1433,0001062806,"BLACKROCK SERIES, INC.",100 BELLEVUE PARKWAY,WILMINGTON,DE,09809
1434,0001063946,Voya EQUITY TRUST,"7337 E. DOUBLETREE RANCH ROAD, STE 100",SCOTTSDALE,AZ,85258
1435,0001064046,RYDEX VARIABLE TRUST,702 KING FARM BOULEVARD,ROCKVILLE,MD,20850
1436,0001064458,SEPARATE ACCOUNT VA-8,4333 EDGEWOOD ROAD NE,CEDAR RAPIDS,IA,52499-0001
1437,0001064641,SELECT SECTOR SPDR TRUST,ONE LINCOLN STREET,BOSTON,MA,02111
1438,0001064642,SPDR SERIES TRUST,ONE LINCOLN STREET,BOSTON,MA,02111
1439,0001065698,MFS VARIABLE INSURANCE TRUST III,111 HUNTINGTON AVENUE,BOSTON,MA,02199
1440,0001065753,NATIONWIDE VL SEPARATE ACCOUNT-D,NATIONWIDE LIFE INSURANCE CO,COLUMBUS,OH,43215
1441,0001065898,NATIONWIDE VLI SEPARATE ACCOUNT 5,NATIONWIDE LIFE INSURANCE CO,COLUMBUS,OH,43215
1442,0001065899,ALIGHT SERIES TRUST,HEWITT INVESTMENT GROUP,LINCOLNSHIRE,IL,60069
1443,0001066241,SPARROW FUNDS,211 NORTH BROADWAY,ST LOUIS,MO,63102
1444,0001066602,Voya FUNDS TRUST,"7337 E. DOUBLETREE RANCH ROAD, STE 100",SCOTTSDALE,AZ,85258
1445,0001067360,ICMG REGISTERED VARIABLE LIFE SEPARATE ACCOUNT A,TALCOTT RESOLUTION LIFE INSURANCE CO,WINDSOR,CT,06095
1446,0001067442,PRUDENTIAL INVESTMENT PORTFOLIOS 16,655 BROAD STREET,NEWARK,NJ,07102
1447,0001067490,TIAA CREF LIFE SEPARATE ACCOUNT VA-1,TIAA CREF,NEW YORK,NY,10017
1448,0001067917,TRANSAMERICA LIFE INSURANCE CO Separate Account VUL-2,4333 EDGEWOOD RD NE,CEDAR RAPIDS,IA,52499
1449,0001068204,TIAA-CREF LIFE FUNDS,730 THIRD AVE,NEW YORK,NY,10017
1450,0001068602,Savos Investments Trust,1655 GRANT STREET,CONCORD,CA,94520
1451,0001068663,VICTORY VARIABLE INSURANCE FUNDS,4900 TIEDEMAN ROAD,BROOKLYN,OH,44144
1452,0001069346,USL SEPARATE ACCOUNT USL VA-R,175 WATER STREET,NEW YORK,NY,10038
1453,0001069590,STATE FARM LIFE & ACCIDENT ASSUR CO VAR LIFE SEP ACCT,ONE STATE FARM PLZ,BLOOMINGTON,IL,61710-0001
1454,0001070222,NEW COVENANT FUNDS,200 EAST 12TH ST,JEFFERSONVILLE,IN,47130
1455,0001070231,VARIABLE ANNUITY ACCOUNT SEVEN,2727-A ALLEN PARKWAY,HOUSTON,TX,77019
1456,0001070287,PRUDENTIAL INVESTMENT PORTFOLIOS 9,655 BROAD STREET,NEWARK,NJ,07102-4077
1457,0001070414,VANGUARD MASSACHUSETTS TAX-EXEMPT FUNDS,PO BOX 2600,VALLEY FORGE,PA,19482
1458,0001071196,KIRR MARBACH PARTNERS FUNDS INC,621 WASHINGTON STREET,COLUMBUS,IN,47202
1459,0001071336,NUVEEN INVESTMENT TRUST III,C/O JOHN NUVEEN & CO INC,CHICAGO,IL,60606
1460,0001071873,MP63 FUND INC,"8000 TOWN CENTRE DRIVE, STE 400",BROADVIEW HEIGHTS,OH,44147
1461,0001071939,LLAC VARIABLE ACCOUNT,175 BERKELEY ST,BOSTON,MA,02117-0140
1462,0001072247,PHLVIC VARIABLE UNIVERSAL LIFE ACCOUNT,ONE AMERICAN ROW,HARTFORD,CT,06115
1463,0001072423,JACKSON NATIONAL SEPARATE ACCOUNT V,JACKSON NATIONAL SEPARATE ACCOUNT V,LANSING,MI,48951
1464,0001072428,JNL VARIABLE FUND LLC,C/O JNL VARIABLE FUND,LANSING,MI,48951
1465,0001073330,NEW WORLD FUND INC,333 S HOPE ST - 55TH FL (MICG),LOS ANGELES,CA,90071
1466,0001073476,FSL SEPARATE ACCOUNT M,3130 BROADWAY,KANSAS CITY,MO,64111-2406
1467,0001073701,AUL AMERICAN INDIVIDUAL VARIABLE ANNUITY UNIT TRUST,ONE AMERICAN SQUARE,INDIANAPOLIS,IN,46206-0368
1468,0001074342,SEPARATE ACCOUNT VUL-A,4333 EDGEWOOD ROAD NE,CEDAR RAPIDS,IA,52499
1469,0001074440,AMIDEX FUNDS INC,4300 SHAWNEE MISSION PARKWAY,FAIRWAY,KS,66025
1470,0001074486,SEPARATE ACCOUNT A OF PACIFIC LIFE & ANNUITY CO,700 NEWPORT CTR DR,NEWPORT BEACH,CA,92660
1471,0001074487,PACIFIC SELECT EXEC SEPARATE ACCOUNT OF PACIFIC LIFE & ANNUI,700 NEWPORT CTR DR,NEWPORT BEACH,CA,92660
1472,0001074760,DELAWARE LIFE VARIABLE ACCOUNT I,1601 TRAPELO ROAD,WALTHAM,MA,02451
1473,0001075065,SA FUNDS INVESTMENT TRUST,"10 ALMADEN BLVD, 15TH FLOOR",SAN JOSE,CA,95113
1474,0001075796,COLI VUL 2 SERIES ACCOUNT,8515 EAST ORCHARD RD,GREENWOOD VILLAGE,CO,80111
1475,0001075871,THRIVENT VARIABLE ANNUITY ACCOUNT II,625 FOURTH AVENUE SOUTH,MINNEAPOLIS,MN,55415
1476,0001076983,JNLNY SEPARATE ACCOUNT II,2900 WESTCHESTER AVENUE,PURCHASE,NY,10577
1477,0001077130,COLUMBUS LIFE SEPARATE ACCOUNT 1,400 E 4TH STREET,CINCINNATI,OH,45202
1478,0001077452,PIONEER SERIES TRUST XIV,60 STATE ST,BOSTON,MA,02109
1479,0001077712,Brighthouse Fund UL III for Variable Life Insurance,BRIGHTHOUSE LIFE INSURANCE CO,CHARLOTTE,NC,28277
1480,0001078195,Community Capital Trust,2500 WESTON ROAD,WESTON,FL,33331
1481,0001079575,CALAMOS ADVISORS TRUST/IL,2020 CALAMOS COURT,NAPERVILLE,IL,60563
1482,0001080299,LINCOLN LIFE FLEXIBLE PREMIUM VARIABLE LIFE ACCOUNT S,350 CHURCH STREET,HARTFORD,CT,06103
1483,0001081039,LLANY SEPARATE ACCOUNT S FOR FLEXIBLE PREMIUM VARIABLE LIFE INSURANCE,LINCOLN LIFE & ANNUITY CO OF NEW YORK,SYRACUSE,NY,13202
1484,0001081400,WELLS FARGO FUNDS TRUST,525 MARKET STREET,SAN FRANCISCO,CA,94105
1485,0001081402,WELLS FARGO VARIABLE TRUST,525 MARKET STREET,SAN FRANCISCO,CA,94105
1486,0001082744,Viking Mutual Funds,PO BOX 500,MINOT,ND,58702-0500
1487,0001083387,KINETICS MUTUAL FUNDS INC,470 PARK AVENUE SOUTH,NEW YORK,NY,10016
1488,0001084060,DAVIS VARIABLE ACCOUNT FUND INC,2949 E. ELVIRA ROAD,TUCSON,AZ,85756
1489,0001084147,TALCOTT RESOLUTION LIFE & ANNUITY INSURANCE CO SEPARATE ACCOUNT SEVEN,1 GRIFFIN ROAD NORTH,WINDSOR,CT,06095
1490,0001084380,TIAA-CREF FUNDS,730 THIRD AVE.,NEW YORK,NY,10017
1491,0001085612,ALLSTATE FINANCIAL ADVISORS SEPARATE ACCOUNT I,3100 SANDERS ROAD SUITE J5B,NORTHBROOK,IL,60062
1492,0001086711,SOUTHERN FARM BUREAU LIFE VARIABLE ACCOUNT,1401 LIVINGSTON LANE,JACKSON,MS,39213
1493,0001086884,GABELLI DIVIDEND GROWTH FUND,ONE CORPORATE CENTER,RYE,NY,10580
1494,0001087697,NATIONWIDE VARIABLE ACCOUNT -10,NATIONWIDE LIFE INSURANCE CO,COLUMBUS,OH,43215
1495,0001087774,OPPENHEIMER SENIOR FLOATING RATE FUND,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
1496,0001087860,JACKSON SAGE VARIABLE LIFE ACCOUNT A,1 CORPORATE WAY,LANSING,MI,48951
1497,0001087961,WELLS FARGO MASTER TRUST,525 MARKET STREET,SAN FRANCISCO,CA,94105
1498,0001087966,GABELLI UTILITIES FUND,ONE CORPORATE CENTER,RYE,NY,10580
1499,0001088323,FORESTER FUNDS INC,100 FIELD DRIVE,LAKE FOREST,IL,60045
1500,0001089107,THIRD AVENUE VARIABLE SERIES TRUST,622 THIRD AVENUE,NEW YORK,NY,10017
1501,0001089912,Farmers Annuity Separate Account A,3120 139TH AVE SE,BELLEVUE,WA,98005
1502,0001089913,Farmers Variable Life Separate Account A,3120 139TH AVE SE,BELLEVUE,WA,98005
1503,0001089951,AMG FUNDS,600 STEAMBOAT ROAD,GREENWICH,CT,06830
1504,0001090128,MUTUAL OF AMERICA SEPARATE ACCOUNT NO 3,320 PARK AVENUE,NEW YORK,NY,10022
1505,0001090155,PRUDENTIAL INVESTMENT PORTFOLIOS 5,655 BROAD ST.,NEWARK,NJ,07102
1506,0001090372,Jacob Funds Inc.,"727 2ND STREET, #106",HERMOSA BEACH,CA,90254
1507,0001090504,"AB CORE OPPORTUNITIES FUND, INC.",ALLIANCEBERNSTEIN LP,NEW YORK,NY,10105
1508,0001090682,Voya VARIABLE INSURANCE TRUST,"7337 EAST DOUBLETREE RANCH RD, STE 100",SCOTTSDALE,AZ,85258
1509,0001091439,ALLIANZ VARIABLE INSURANCE PRODUCTS TRUST,5701 GOLDEN HILLS DRIVE,MINNEAPOLIS,MN,55416
1510,0001091459,SBL VARIABLE ANNUITY ACCOUNT XI,SECURITY BENEFIT LIFE INSURANCE CO,TOPEKA,KS,66636-0001
1511,0001091476,SEPARATE ACCOUNT IMO OF COMMONWEALTH ANNUITY & LIFE INSURANCE CO,20 GUEST STREET,BRIGHTON,MA,01235
